143.9351	-54.7414	10	5.4	2021-02-18T20:18:42.628
-176.9814	-14.6253	10	5	2021-02-19T03:10:30.325
-18.3268	-0.1358	10	5.1	2021-02-19T06:34:08.259
171.4026	-23.3078	10	5.1	2021-02-19T08:31:19.908
-179.2536	50.9446	19	5.6	2021-02-19T09:11:21.178
167.6395	-17.6739	10	5.3	2021-02-19T09:20:01.154
142.7148	40.7273	32.27	5	2021-02-19T16:16:27.336
167.7845	-17.4718	4.24	5.5	2021-02-20T02:44:05.753
167.8401	-17.4852	10	5.1	2021-02-20T17:25:20.678
-74.8122	-9.158	10	5	2021-02-20T19:49:45.801
153.3134	-4.6622	59.45	5.1	2021-02-20T20:19:54.019
-127.92	43.669	10	5.1	2021-02-20T21:15:53.970
97.3813	52.3177	10	5.1	2021-02-21T01:37:07.990
68.2087	-2.0998	10	5	2021-02-21T05:01:09.658
171.4759	-23.242	10	5.2	2021-02-21T22:54:34.825
127.2602	2.3391	80.74	5.1	2021-02-22T03:00:25.361
123.4503	-8.8111	106.12	5	2021-02-22T04:44:59.855
173.0226	-22.9455	8	5.4	2021-02-22T05:17:32.493
172.8657	-23.1048	10	5.1	2021-02-22T08:29:59.645
-173.1391	-15.0485	10	5	2021-02-22T13:24:14.482
142.7821	25.4721	10	5	2021-02-22T13:44:39.417
-93.1353	14.4136	16.15	5.2	2021-02-22T15:21:21.693
121.9096	1.358	25	5.8	2021-02-22T19:22:11.483
-178.4947	-31.3694	52.98	5.1	2021-02-22T23:49:23.259
165.7473	-47.3594	31.96	5.1	2021-02-23T04:07:28.957
-28.7151	-55.8105	54.1	5.2	2021-02-23T05:19:31.951
167.5127	-14.7909	128.79	5	2021-02-23T22:06:43.140
127.0363	3.055	65.44	5.1	2021-02-23T22:25:54.276
-22.2851	63.949	10	5.6	2021-02-24T10:05:59.124
172.0372	-23.245	10	5.1	2021-02-24T14:54:48.502
-173.2381	-15.0988	10	5	2021-02-24T19:19:49.959
144.7841	13.8107	134.78	5.1	2021-02-24T23:37:25.473
119.5896	15.99	10	5	2021-02-25T02:55:30.555
-134.1846	-53.5702	10	5.1	2021-02-25T03:54:29.948
-134.5329	-53.895	10	5.4	2021-02-25T05:41:05.186
100.0442	-47.4498	10	5.5	2021-02-25T08:51:05.256
137.8847	8.5297	10	5.1	2021-02-26T07:34:37.053
137.7418	8.5277	10	5.4	2021-02-26T07:46:09.276
127.4456	-0.6146	10	5	2021-02-26T11:02:31.071
167.463	-17.4647	10	5	2021-02-26T11:21:57.943
100.107	-47.2828	10	5.8	2021-02-26T11:58:28.755
